id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
6324,hindu-heaven,KEEP_NARRATIVE,0.809,1,1,1,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Hindu Heaven
6325,meendezhum-pandiyar-varalaru,REDUCE_TO_BAN_ONLY,0.620,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Meendezhum Pandiyar Varalaru
6326,the-land-of-the-lingam,KEEP_NARRATIVE,0.614,1,3,1,0,0,,rich signals: 3-reasons; newness=0.61,The Land of the Lingam
6327,ramayana-a-true-reading,KEEP_NARRATIVE,0.713,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Ramayana: A True Reading
6328,chinas-foreign-relations-since-1949,KEEP_NARRATIVE,0.896,1,1,1,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,China's Foreign Relations Since 1949
6329,smash-and-grab-annexation-of-sikkim,KEEP_NARRATIVE,0.770,1,2,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,Smash and Grab: Annexation of Sikkim
6330,india-independent,KEEP_NARRATIVE,0.870,1,2,1,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,India Independent
6331,dwikhandito,KEEP_NARRATIVE,0.785,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Dwikhandito
6332,bhavsagar-granth,KEEP_NARRATIVE,0.838,1,1,1,0,0,,high newness (0.84) without rich-case signals — likely AI prose; flag for human review,Bhavsagar Granth
6333,early-islam,KEEP_NARRATIVE,0.855,2,2,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,Early Islam
6334,nehru-a-political-biography,KEEP_NARRATIVE,0.896,1,1,1,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,Nehru: A Political Biography
6335,a-struggle-between-two-lines-over-the-question-of-how-to-deal-with-u-s-imperialism,REDUCE_TO_BAN_ONLY,0.592,1,2,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,A Struggle between two lines over the question of How to Deal with U.S. Imperialism
6336,rowena-goes-too-far-1931,KEEP_NARRATIVE,0.803,1,1,1,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,Rowena Goes Too Far
6337,how-to-make-disposable-silencers-1984,KEEP_NARRATIVE,0.825,1,1,1,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,How to make disposable silencers
6338,uitgeverij-guggenheimer-guggenheimer-publishers-1999,REDUCE_TO_BAN_ONLY,0.697,1,1,1,0,0,,newness=0.70 and no rich signals — redundant with description_ban,"Uitgeverij Guggenheimer (""Guggenheimer Publishers"")"
6339,lost-girls,REDUCE_TO_BAN_ONLY,0.538,1,1,1,0,0,,newness=0.54 and no rich signals — redundant with description_ban,Lost Girls
6340,berlin-garden-of-erotic-delights,KEEP_NARRATIVE,0.889,1,1,1,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Berlin Garden of Erotic Delights
6341,my-secret-garden,KEEP_NARRATIVE,0.896,2,3,2,0,0,,rich signals: 3-reasons; newness=0.90,My Secret Garden
6342,all-thats-left-in-the-world,KEEP_NARRATIVE,0.603,2,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.60,All That's Left in the World
6343,the-rape-of-sita-1993,KEEP_NARRATIVE,0.729,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,The Rape of Sita
6344,my-watch-2005,KEEP_NARRATIVE,0.782,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,My Watch
6345,fra-kristiania-bohemen,KEEP_NARRATIVE,0.930,1,1,1,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,Fra Kristiania-Bohêmen
6346,the-song-of-the-red-ruby,REDUCE_TO_BAN_ONLY,0.681,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,The Song of the Red Ruby
6347,new-portuguese-letters-novas-cartas-portuguesas,REDUCE_TO_BAN_ONLY,0.595,1,1,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,New Portuguese Letters (Novas Cartas Portuguesas)
6348,frankenstein-1818,KEEP_NARRATIVE,0.878,1,1,1,0,0,,high newness (0.88) without rich-case signals — likely AI prose; flag for human review,Frankenstein
6349,fanny-hill-or-memoirs-of-a-woman-of-pleasure,KEEP_NARRATIVE,0.714,2,1,2,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Fanny Hill or Memoirs of a Woman of Pleasure
6350,howl-1955,KEEP_NARRATIVE,0.730,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,Howl
6351,operation-dark-heart-2010,REDUCE_TO_BAN_ONLY,0.526,1,1,1,0,0,,newness=0.53 and no rich signals — redundant with description_ban,Operation Dark Heart
6352,the-hoax-of-the-twentieth-century,KEEP_NARRATIVE,0.712,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,The Hoax of the Twentieth Century
6353,i-didnt-do-it-for-you-how-the-world-betrayed-a-small-african-nation-2005,REDUCE_TO_BAN_ONLY,0.611,1,1,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,I Didn't Do It for You: How the World Betrayed a Small African Nation
6354,scouting-for-the-reaper-2014,KEEP_NARRATIVE,0.706,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Scouting for the Reaper
6355,christianity-not-mysterious,KEEP_NARRATIVE,0.803,1,1,1,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,Christianity not Mysterious
6356,grovers-eight-nights-of-light,KEEP_NARRATIVE,0.822,1,1,1,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,Grover's Eight Nights of Light
6357,snorri-the-seal-1941,KEEP_NARRATIVE,0.917,1,1,1,0,0,,high newness (0.92) without rich-case signals — likely AI prose; flag for human review,Snorri the Seal
6358,mirror-of-the-polish-crown-1618,KEEP_NARRATIVE,0.736,1,1,1,0,0,,high newness (0.74) without rich-case signals — likely AI prose; flag for human review,Mirror of the Polish Crown
6359,nineteen-eighty-four-1949,KEEP_NARRATIVE,0.836,2,1,2,0,0,,high newness (0.84) without rich-case signals — likely AI prose; flag for human review,Nineteen Eighty-Four
6360,why-we-cant-wait,KEEP_NARRATIVE,0.784,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Why We Can't Wait
6361,the-satanic-bible-1969,KEEP_NARRATIVE,0.824,1,1,1,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,The Satanic Bible
6363,works,KEEP_NARRATIVE,0.855,1,1,1,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,Works
6366,you-cant-be-too-careful,REDUCE_TO_BAN_ONLY,0.681,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,You Can't Be Too Careful
6367,the-spanish-labyrinth,KEEP_NARRATIVE,0.775,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,The Spanish Labyrinth
6368,the-spanish-civil-war,KEEP_NARRATIVE,0.859,1,1,1,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,The Spanish Civil War
6369,the-greedy-barbarian,KEEP_NARRATIVE,0.725,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,The Greedy Barbarian
6370,the-meritorious-price-of-our-redemption-1650,KEEP_NARRATIVE,0.793,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,The Meritorious Price of Our Redemption
6373,politics-of-the-police-state,KEEP_NARRATIVE,0.827,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,Politics of the police state
6374,dong-tam-report-bao-cao-dong-tam,KEEP_NARRATIVE,0.771,1,1,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,Dong Tam report (Báo Cáo Đồng Tâm)
6375,thoi-cua-thanh-than,REDUCE_TO_BAN_ONLY,0.682,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,Thời của thánh thần
6376,nguyen-khi,KEEP_NARRATIVE,0.718,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Nguyên khí
6377,nhung-manh-rong,KEEP_NARRATIVE,0.769,1,1,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,Những mảnh rồng
6378,the-luc-thu-dich,REDUCE_TO_BAN_ONLY,0.653,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Thế lực thù địch
6379,safeguard-defenders-crime-must-be-punished-how-to-use-magnitsky-law-to-punish-human-rights-violators-toi-ac-phai-bi-trung-phat-huong-dan-dung-luat-magnitsky-de-trung-phat-ke-vi-pham-nhan-quyen,KEEP_NARRATIVE,0.736,1,1,1,0,0,,high newness (0.74) without rich-case signals — likely AI prose; flag for human review,Safeguard defenders: Crime must be punished. How to use Magnitsky law to punish human rights violators. (Tội ác phải bị trừng phạt. Hướng dẫn dùng luật Magnitsky để trừng phạt kẻ vi phạm nhân quyền.)
6380,value-price-and-profit,KEEP_NARRATIVE,0.826,2,1,2,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,"Value, Price and Profit"
6381,thoughts-of-a-corpse,KEEP_NARRATIVE,0.829,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,Thoughts of a Corpse
6382,castration-of-the-wind,REDUCE_TO_BAN_ONLY,0.697,1,1,1,0,0,,newness=0.70 and no rich signals — redundant with description_ban,Castration of the Wind
6383,storytellers-ii,KEEP_NARRATIVE,0.800,1,2,1,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,Storytellers II
6384,on-fierce-wound-fierce-herb,KEEP_NARRATIVE,0.767,1,1,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,On Fierce Wound Fierce Herb
6385,a-message-to-man-and-humanity,KEEP_NARRATIVE,0.734,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,A Message to Man and Humanity
6386,dictionary-of-modern-serbo-croatian-language,KEEP_NARRATIVE,0.790,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,Dictionary of Modern Serbo-Croatian Language
6387,curved-river,KEEP_NARRATIVE,0.712,1,2,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Curved River
6388,the-nickel-plated-feet-gang-during-the-occupation-les-pieds-nickeles-dans-le-maquis,KEEP_NARRATIVE,0.795,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,The Nickel-Plated-Feet Gang During the Occupation (Les Pieds nickelés dans le maquis)
6389,a-dusty-wind-mot-con-gio-bui,KEEP_NARRATIVE,0.727,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,A Dusty Wind (Một Cơn Gió Bụi)
6390,the-road-to-serfdom,KEEP_NARRATIVE,0.831,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,The Road To Serfdom
6391,white-snow-red-blood,KEEP_NARRATIVE,0.788,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,"White Snow, Red Blood"
6393,le-roi-predateur,REDUCE_TO_BAN_ONLY,0.639,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Le roi prédateur
6394,jinnah-of-pakistan,KEEP_NARRATIVE,0.887,1,2,1,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Jinnah of Pakistan
6395,one-day-of-life,KEEP_NARRATIVE,0.885,1,1,1,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,One Day of Life
6396,the-white-disease,KEEP_NARRATIVE,0.831,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,The White Disease
6397,alice-series,KEEP_NARRATIVE,0.793,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,Alice (series)
6398,all-the-kings-men,KEEP_NARRATIVE,0.838,1,1,1,0,0,,high newness (0.84) without rich-case signals — likely AI prose; flag for human review,All the King's Men
6399,annie-on-my-mind,KEEP_NARRATIVE,0.815,1,2,2,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Annie on My Mind
6400,the-arizona-kid,KEEP_NARRATIVE,0.789,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,The Arizona Kid
6401,athletic-shorts,KEEP_NARRATIVE,0.633,1,4,3,0,0,,"rich signals: 4-reasons, 3-ban_source_links; newness=0.63",Athletic Shorts
6402,big-hard-sex-criminals,KEEP_NARRATIVE,0.880,1,1,1,0,0,,high newness (0.88) without rich-case signals — likely AI prose; flag for human review,Big Hard Sex Criminals
6403,blood-and-chocolate,REDUCE_TO_BAN_ONLY,0.658,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Blood and Chocolate
6404,cats-cradle,KEEP_NARRATIVE,0.872,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.87,Cat's Cradle
6405,crazy,KEEP_NARRATIVE,0.812,1,4,2,0,0,,rich signals: 4-reasons; newness=0.81,Crazy
6406,daddys-roommate,KEEP_NARRATIVE,0.868,1,1,1,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,Daddy's Roommate
6407,daughters-of-eve,KEEP_NARRATIVE,0.846,1,3,2,0,0,,rich signals: 3-reasons; newness=0.85,Daughters of Eve
6408,deal-with-it,KEEP_NARRATIVE,0.722,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Deal with It!
6409,detour-for-emmy,REDUCE_TO_BAN_ONLY,0.641,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Detour for Emmy
6410,the-drowning-of-stephan-jones,REDUCE_TO_BAN_ONLY,0.693,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,The Drowning of Stephan Jones
6411,the-earth-my-butt-and-other-big-round-things,KEEP_NARRATIVE,0.452,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.45","The Earth, My Butt, and Other Big Round Things"
6412,family-secrets,REDUCE_TO_BAN_ONLY,0.688,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,Family Secrets
6413,the-fighting-ground,KEEP_NARRATIVE,0.797,1,1,1,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,The Fighting Ground
6414,flashcards-of-my-life,REDUCE_TO_BAN_ONLY,0.571,1,1,1,0,0,,newness=0.57 and no rich signals — redundant with description_ban,Flashcards of My Life
6415,the-goats,KEEP_NARRATIVE,0.793,1,4,3,0,0,,"rich signals: 4-reasons, 3-ban_source_links; newness=0.79",The Goats
6416,gone-with-the-wind,REDUCE_TO_BAN_ONLY,0.657,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Gone with the Wind
6417,gossip-girl-series,KEEP_NARRATIVE,0.829,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,Gossip Girl (series)
6418,the-great-gilly-hopkins,KEEP_NARRATIVE,0.874,1,1,1,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,The Great Gilly Hopkins
6419,habibi,KEEP_NARRATIVE,0.878,2,2,2,0,0,,high newness (0.88) without rich-case signals — likely AI prose; flag for human review,Habibi
6420,harris-and-me,KEEP_NARRATIVE,0.775,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Harris and Me
6421,i-saw-esau,KEEP_NARRATIVE,0.740,1,1,1,0,0,,high newness (0.74) without rich-case signals — likely AI prose; flag for human review,I Saw Esau
6422,its-so-amazing,KEEP_NARRATIVE,0.765,1,1,1,0,0,,high newness (0.76) without rich-case signals — likely AI prose; flag for human review,It's So Amazing
6423,the-joy-of-gay-sex,KEEP_NARRATIVE,0.831,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,The Joy of Gay Sex
6424,jump-ship-to-freedom,KEEP_NARRATIVE,0.720,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Jump Ship to Freedom
6425,less-than-zero,KEEP_NARRATIVE,0.830,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,Less than Zero
6426,lets-talk-about-it,KEEP_NARRATIVE,0.653,1,2,11,0,0,,rich signals: 11-ban_source_links; newness=0.65,Let's Talk About It
6427,mick-harte-was-here,KEEP_NARRATIVE,0.705,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Mick Harte Was Here
6428,my-brother-sam-is-dead,KEEP_NARRATIVE,0.853,1,1,1,0,0,,high newness (0.85) without rich-case signals — likely AI prose; flag for human review,My Brother Sam Is Dead
6429,my-moms-having-a-baby,KEEP_NARRATIVE,0.711,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,My Mom's Having a Baby!
6430,the-new-joy-of-gay-sex,KEEP_NARRATIVE,0.873,1,1,1,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,The New Joy of Gay Sex
6431,olives-ocean,KEEP_NARRATIVE,0.729,1,3,2,0,0,,rich signals: 3-reasons; newness=0.73,Olive's Ocean
6432,ordinary-people,KEEP_NARRATIVE,0.747,1,1,1,0,0,,high newness (0.75) without rich-case signals — likely AI prose; flag for human review,Ordinary People
6433,the-pillars-of-the-earth,KEEP_NARRATIVE,0.746,1,4,3,0,0,,"rich signals: 4-reasons, 3-ban_source_links; newness=0.75",The Pillars of the Earth
